1,-1453,22.05.09 18:18:03,410000000,"ORA-01453: é necessário que SET TRANSACTION seja a primeira instrução da transação","__anonymous_block, ET_PROCESSO.FINALIZAR_PROCESSO, EXCEPTION_HANDLER.HANDLE_SYS_EXCEPTION"
2,-20002,22.05.09 18:18:03,420000000,"Exceção de sistema ou genérica acionada no ""EXCEPTION WHEN OTHERS THEN ...""","__anonymous_block, ET_PROCESSO.FINALIZAR_PROCESSO, EXCEPTION_HANDLER.HANDLE_SYS_EXCEPTION, EXCEPTION_HANDLER.HANDLE_USER_EXCEPTION"
3,-20996,22.05.09 18:21:17,430000000,"Tentativa de finalizar processo já finalizado.","__anonymous_block, ET_PROCESSO.FINALIZAR_PROCESSO, EXCEPTION_HANDLER.HANDLE_USER_EXCEPTION"
